028008161847;028099017933;1;0
028008162734;028099018573;1;1
028008163787;028099017934;1;1
028008179425;900000043617;0;0
028008181165;900000043617;0;0
028008181166;900000043617;0;0
028008181174;900000043617;0;0
028008181175;900000043617;0;0
028008181177;900000043617;0;0
028008181217;900000043617;0;0
028008181218;900000043617;0;0
028008181237;900000043617;0;0
028008181238;900000043617;0;0
028008181239;900000043617;0;0
028008181242;900000043617;0;0
028008181245;900000043617;0;0
028008181247;900000043617;0;0
028008181249;900000043617;0;0
028008181250;900000043617;0;0
028008181254;900000043617;0;0
028008181255;900000043617;0;0
028008181258;900000043617;0;0
028008181259;900000043617;0;0
028008181262;900000043617;0;0
028008181295;900000043617;0;0
028008181296;900000043617;0;0
028008181297;900000043617;0;0
028008181298;900000043617;0;0
028008181301;900000043617;0;0
028008181302;900000043617;0;0
028008181325;900000043617;0;0
028008181326;900000043617;0;0
028008181328;900000043617;0;0
028008181337;900000043617;0;0
028008181338;900000043617;0;0
028008181339;900000043617;0;0
028008181341;900000043617;0;0
028008181342;900000043617;0;0
028008181343;900000043617;0;0
028008181346;900000043617;0;0
028008181347;900000043617;0;0
028008181348;900000043617;0;0
028008181349;900000043617;0;0
028008181350;900000043617;0;0
028008199474;028099018579;1;0
028008199490;028099018380;1;0
028008199497;028099018580;1;0
028008199667;028099018584;1;1
028008199675;028099017946;1;0
028008199825;028099017949;1;0
028008199920;028099017956;1;0
028008200073;028099017958;1;0
028008200132;028099018597;1;1
028008200167;028099017960;1;1
028008200209;028099018601;1;1
028008200221;028099017962;1;1
028008200352;900000043617;0;0
028008200384;028099017965;1;0
028008200432;900000043617;0;0
028008200480;028099017598;1;0
028008200500;028099018609;1;0
028008200530;028099018612;1;1
028008200578;028099018398;1;0
028008200607;900000043617;0;0
028008200726;028099017972;1;1
028008200754;028099018618;1;0
028008200783;028099017974;1;1
028008200793;028099017604;1;0
028008200858;900000043617;0;0
028008200943;028099017978;1;1
028008200985;900000043617;0;0
028008201089;028099018628;1;0
028008201110;028099018630;1;1
028008201414;028099018634;1;1
028008201450;028099018637;1;0
028008201471;900000043617;0;0
028008201472;900000043617;0;0
028008201603;028099017990;1;0
028008201674;028099017992;1;0
028008201737;028099018645;1;0
028008201856;028099018422;1;0
028008201902;028099017994;1;1
028008201940;028099017995;1;1
028008201954;900000043617;0;0
028008201966;028099017997;1;0
028008202146;028099018428;1;1
028008202147;900000043617;0;0
028008202151;028099018001;1;1
028008202159;028099018002;1;0
028008202386;900000043617;0;0
028008202604;900000043617;0;0
028008202891;900000043617;0;0
028008202937;028099018009;1;0
028008203527;028099018960;1;1
028008204340;028099018011;1;1
028008205605;028099018969;1;1
028008206600;028099018012;1;0
028008211337;028099016572;1;0
028008241405;028099019720;1;1
028008241451;028099018015;1;0
028008241459;028099019722;1;0
028008241511;028099019725;1;1
028008241527;028099019726;1;1
028008241545;028099018017;1;1
028008241665;028099019733;1;1
028008241691;028099018020;1;1
028008241714;028099019738;1;0
028008241763;028099019794;1;0
028008241784;028099019742;1;0
028008241851;900000043617;0;0
028008241911;028099018023;1;1
028008241978;028099018028;1;0
028008242025;028099019270;1;1
028008242159;028099018031;1;1
028008242172;900000043617;0;0
028008242261;028099019277;1;1
028008242281;028099019279;1;1
028008242298;028099018033;1;1
028008242306;028099019281;1;1
028008242415;028099019798;1;1
028008242470;028099018039;1;1
028008242553;028099018041;1;1
028008242560;028099018042;1;1
028008242602;028099019298;1;0
028008242679;028099018045;1;0
028008242682;028099018046;1;1
028008242764;028099018047;1;1
028008242818;028099019310;1;0
028008242866;900000043617;0;0
028008242914;900000043617;0;0
028008242938;028099018049;1;0
028008242959;028099018050;1;0
028008242993;028099019323;1;1
028008243039;028099018053;1;1
028008243078;028099017629;1;1
028008243109;028099019331;1;1
028008243146;028099019332;1;0
028008243148;028099018057;1;1
028008243355;028099019421;1;0
028008243461;028099019428;1;0
028008243522;028099018072;1;0
028008243569;028099019430;1;0
028008243583;028099019432;1;0
028008243595;028099018075;1;0
028008243643;028099019435;1;0
028008243728;028099019437;1;1
028008243754;900000043617;0;0
028008243922;028099019446;1;1
028008243950;900000043617;0;0
028008243956;028099019451;1;0
028008243965;028099019453;1;1
028008244017;028099019457;1;0
028008244022;028099019458;1;0
028008244029;028099018082;1;1
028008244054;900000043617;0;0
028008244073;028099019460;1;1
028008244176;028099019466;1;1
028008244205;028099017415;1;0
028008244253;028099018088;1;1
028008244327;028099019469;1;1
028008244348;028099018091;1;0
028008244427;028099018096;1;0
028008247498;900000043617;0;0
028008269464;900000043617;0;0
028008271393;900000043617;0;0
028008277243;028099019121;1;0
028008277584;028099016641;1;0
028008277877;028099018108;1;0
028008278108;028099019128;1;0
028008278184;028099018111;1;0
028008278210;028099019134;1;0
028008278289;028099019137;1;0
028008278298;028099019138;1;1
028008278378;028099018115;1;0
028008278447;028099019343;1;1
028008278485;028099019349;1;0
028008278525;028099019351;1;0
028008278582;028099019814;1;0
028008278583;028099019815;1;1
028008278648;900000043617;0;0
028008278726;028099018818;1;0
028008278797;028099018910;1;1
028008278807;028099017665;1;0
028008278840;028099017666;1;0
028008278871;028099018912;1;1
028008278877;028099018821;1;1
028008278922;028099018915;1;1
028008278936;028099018822;1;1
028008278966;028099017669;1;1
028008278972;900000043617;0;0
028008279132;028099018922;1;1
028008279148;900000043617;0;0
028008279154;028099018138;1;0
028008279208;028099018931;1;0
028008279215;028099018932;1;1
028008279223;028099018139;1;0
028008279227;028099018140;1;1
028008279228;028099018832;1;0
028008279238;028099018833;1;0
028008279244;028099017676;1;0
028008279281;028099019819;1;0
028008279467;028099018936;1;0
028008279472;028099018149;1;1
028008279494;028099018940;1;1
028008279513;028099018842;1;1
028008279523;028099018843;1;1
028008279536;900000043617;0;0
028008279558;900000043617;0;0
028008279591;028099018152;1;0
028008279596;028099018845;1;1
028008279598;028099018153;1;1
028008279599;028099018945;1;0
028008279618;028099018846;1;1
028008279666;028099018849;1;1
028008279686;028099019821;1;1
028008279704;028099018155;1;1
028008279732;028099018950;1;1
028008279738;028099018156;1;0
028008279743;028099018157;1;0
028008279748;028099018158;1;0
028008279753;028099018853;1;1
028008279762;900000043617;0;0
028008279841;028099018951;1;1
028008279926;028099018160;1;1
028008279966;028099018860;1;1
028008279981;028099018162;1;0
028008280087;028099018959;1;0
028008280096;028099018863;1;1
028008280115;028099018877;1;1
028008280173;028099018866;1;1
028008280190;028099017697;1;0
028008280200;028099018880;1;1
028008280265;028099018882;1;0
028008280330;028099018886;1;0
028008280332;028099018887;1;0
028008280334;028099018888;1;0
028008280336;028099018870;1;0
028008280387;028099018891;1;0
028008280416;028099018971;1;0
028008280429;028099018973;1;1
028008280672;028099018992;1;0
028008280711;028099018177;1;0
028008280712;028099018178;1;1
028008280972;028099019830;1;1
028008281151;028099018188;1;0
028008282342;028099019027;1;0
028008286358;028099019030;1;1
028008301543;028099018189;1;0
028008307328;028099018190;1;1
028008307915;028099018193;1;1
028008308009;028099018195;1;0
028008308015;028099018196;1;0
028008308053;028099018198;1;0
028008308056;028099018199;1;1
028008308061;028099018200;1;0
028008308104;028099019058;1;0
028008308109;028099019059;1;1
028008308165;028099019065;1;0
028008308222;028099018210;1;0
028008308229;028099018211;1;1
028008308232;028099018212;1;0
028008308236;028099017714;1;0
028008308312;028099018215;1;0
028008308378;900000043617;0;0
028008308413;028099019082;1;1
028008308418;028099019083;1;0
028008308448;028099019837;1;0
028008308451;028099017721;1;1
028008308505;028099019091;1;1
028008308577;028099019098;1;1
028008308679;028099019106;1;1
028008308713;028099018225;1;0
028008308717;028099019110;1;1
028008308774;028099019156;1;1
028008308796;028099018227;1;0
028008308879;028099018231;1;1
028008308908;028099019168;1;1
028008308958;028099019172;1;0
028008308990;028099019178;1;0
028008309024;028099018235;1;1
028008309049;900000043617;0;0
028008309056;900000043617;0;0
028008309134;028099018239;1;0
028008309140;028099019193;1;0
028008309156;028099019845;1;0
028008309186;028099018241;1;0
028008309208;028099018243;1;1
028008309216;028099019197;1;0
028008309259;028099019203;1;0
028008309267;900000043617;0;0
028008309326;028099019208;1;1
028008309392;028099018245;1;0
028008309406;028099019214;1;1
028008309437;028099019215;1;0
028008309457;028099018247;1;0
028008309474;028099018248;1;1
028008309475;028099019218;1;1
028008309478;028099019848;1;1
028008309480;900000043617;0;0
028008309551;028099019230;1;1
028008309636;028099019237;1;1
028008309716;028099019251;1;1
028008309718;028099019252;1;1
028008309767;028099019258;1;1
028008309773;028099019260;1;1
028008309778;900000043617;0;0
028008309779;028099019261;1;1
028008309833;900000043617;0;0
028008309846;028099018257;1;0
028008309857;028099019267;1;1
028008309879;028099019361;1;0
028008309910;028099018262;1;1
028008309928;028099019363;1;1
028008309967;028099019367;1;1
028008309974;028099018265;1;1
028008338940;028099019372;1;1
028008338990;900000043617;0;0
028008339027;028099019379;1;1
028008339075;028099019382;1;0
028008339111;028099019386;1;1
028008339184;028099018275;1;0
028008339192;028099019392;1;1
028008339200;028099019393;1;0
028008339212;900000043617;0;0
028008339247;028099019405;1;0
028008339290;028099019410;1;1
028008339295;028099019856;1;1
028008339297;028099018277;1;1
028008339321;028099019415;1;1
028008339366;028099019481;1;1
028008339372;028099019482;1;0
028008339376;028099019483;1;0
028008339407;028099017744;1;0
028008339498;028099019494;1;0
028008339515;028099019497;1;1
028008339545;028099019499;1;1
028008339559;028099019502;1;0
028008339571;028099018289;1;1
028008339652;028099018291;1;1
028008339669;028099019519;1;1
028008339847;900000043617;0;0
028008340023;028099019549;1;0
028008340037;028099018306;1;1
028008340050;028099019551;1;0
028008340129;028099019559;1;1
028008340134;028099018307;1;1
028008340148;028099019562;1;1
028008340188;028099019565;1;0
028008340190;028099019566;1;0
028008340199;028099019569;1;1
028008340207;028099018311;1;1
028008340225;900000043617;0;0
028008340244;028099019573;1;0
028008340263;028099019865;1;0
028008340264;900000043617;0;0
028008340276;028099019770;1;1
028008341444;028099018875;1;0
028008342591;900000043617;0;0
028008343523;900000043617;0;0
028908181820;900000043617;0;0
028908181821;900000043617;0;0
028908181822;900000043617;0;0
028908181930;900000043617;0;0
028908181931;900000043617;0;0
028908181932;900000043617;0;0
028908181933;900000043617;0;0
028908181934;900000043617;0;0
028908181976;900000043617;0;0
028908181977;900000043617;0;0
028908181979;900000043617;0;0
028908181980;900000043617;0;0
028908181981;900000043617;0;0
028908182007;900000043617;0;0
028908182008;900000043617;0;0
028908182009;900000043617;0;0
028908182010;900000043617;0;0
028908182011;900000043617;0;0
028908182012;900000043617;0;0
028908182013;900000043617;0;0
028908182014;900000043617;0;0
028908182015;900000043617;0;0
028908182016;900000043617;0;0
028908182022;900000043617;0;0
028908182023;900000043617;0;0
028908182024;900000043617;0;0
028908182025;900000043617;0;0
028908182026;900000043617;0;0
028908182027;900000043617;0;0
028908182028;900000043617;0;0
028908182029;900000043617;0;0
028908182030;900000043617;0;0
028908182031;900000043617;0;0
028908182043;900000043617;0;0
028908182045;900000043617;0;0
028908182048;900000043617;0;0
028908182049;900000043617;0;0
028908182052;900000043617;0;0
028908182053;900000043617;0;0
028908182097;900000043617;0;0
028908182098;900000043617;0;0
028908182099;900000043617;0;0
028908182100;900000043617;0;0
028908182101;900000043617;0;0
028908182129;900000043617;0;0
028908182130;900000043617;0;0
028908182131;900000043617;0;0
028908182132;900000043617;0;0
028908182133;900000043617;0;0
028908182134;900000043617;0;0
028908182135;900000043617;0;0
028908182136;900000043617;0;0
028908182137;900000043617;0;0
028908182138;900000043617;0;0
028908182144;900000043617;0;0
028908182145;900000043617;0;0
028908182146;900000043617;0;0
028908182147;900000043617;0;0
028908182148;900000043617;0;0
028908182149;900000043617;0;0
028908182150;900000043617;0;0
028908182205;900000043617;0;0
028908182206;900000043617;0;0
028908182207;900000043617;0;0
028908182208;900000043617;0;0
028908182209;900000043617;0;0
028908182210;900000043617;0;0
028908182211;900000043617;0;0
028908182212;900000043617;0;0
028908182213;900000043617;0;0
028908182214;900000043617;0;0
028908182220;900000043617;0;0
028908182221;900000043617;0;0
028908182222;900000043617;0;0
028908182223;900000043617;0;0
028908182224;900000043617;0;0
028908182238;900000043617;0;0
028908182239;900000043617;0;0
028908182240;900000043617;0;0
028908182241;900000043617;0;0
028908182242;900000043617;0;0
028908182291;900000043617;0;0
028908182328;900000043617;0;0
028908182331;900000043617;0;0
028908182641;900000043617;0;0
028908182652;900000043617;0;0
028908182741;900000043617;0;0
028908182742;900000043617;0;0
028908182743;900000043617;0;0
028908182744;900000043617;0;0
028908182745;900000043617;0;0
028908182790;900000043617;0;0
028908182800;900000043617;0;0
028908182801;900000043617;0;0
028908182803;900000043617;0;0
028908182805;900000043617;0;0
028908182808;900000043617;0;0
028908182810;900000043617;0;0
028908182811;900000043617;0;0
028908182812;900000043617;0;0
028908182813;900000043617;0;0
028908182815;900000043617;0;0
028908182817;900000043617;0;0
028908182819;900000043617;0;0
028908182820;900000043617;0;0
028908182821;900000043617;0;0
028908182830;900000043617;0;0
028908182831;900000043617;0;0
028908182832;900000043617;0;0
028908182836;900000043617;0;0
028908182837;900000043617;0;0
028908182838;900000043617;0;0
028908182873;900000043617;0;0
028908182874;900000043617;0;0
028908182882;028099011766;1;0
028908182887;900000043617;0;0
028908182909;900000043617;0;0
028908182911;900000043617;0;0
028908182920;028099011793;1;0
028908182925;028099011797;1;0
028908182927;028099011798;1;0
028908182948;028099011877;1;0
028908182969;900000043617;0;0
028908182974;900000043617;0;0
028908182975;900000043617;0;0
028908182988;900000043617;0;0
028908182990;900000043617;0;0
028908182991;900000043617;0;0
028908182995;028099011902;1;0
028908183021;028099011928;1;0
028908183029;028099011936;1;0
028908183030;028099011937;1;0
028908183036;900000043617;0;0
028908183038;900000043617;0;0
028908183070;028099011954;1;1
028908183073;900000043617;0;0
028908183077;028099011958;1;0
028908183091;028099011972;1;0
028908183104;028099011984;1;1
028908183130;028099012010;1;1
028908183135;028099012015;1;1
028908183153;900000043617;0;0
028908183154;900000043617;0;0
028908183155;900000043617;0;0
028908183156;900000043617;0;0
028908183157;900000043617;0;0
028908183158;900000043617;0;0
028908183159;900000043617;0;0
028908183162;028099012050;1;1
028908183164;900000043617;0;0
028908183165;900000043617;0;0
028908183166;900000043617;0;0
028908183167;900000043617;0;0
028908183168;900000043617;0;0
028908183169;900000043617;0;0
028908183170;900000043617;0;0
028908183171;900000043617;0;0
028908183172;900000043617;0;0
028908183173;900000043617;0;0
028908183174;900000043617;0;0
028908183175;900000043617;0;0
028908183176;900000043617;0;0
028908183177;900000043617;0;0
028908183178;900000043617;0;0
028908183179;900000043617;0;0
028908183180;900000043617;0;0
028908183181;900000043617;0;0
028908183182;900000043617;0;0
028908183183;900000043617;0;0
028908183184;900000043617;0;0
028908183187;900000043617;0;0
028908183188;900000043617;0;0
028908183189;900000043617;0;0
028908183190;900000043617;0;0
028908183191;900000043617;0;0
028908183192;900000043617;0;0
028908183193;900000043617;0;0
028908183194;900000043617;0;0
028908183236;900000043617;0;0
028908183239;900000043617;0;0
028908183240;900000043617;0;0
028908183242;028099012114;1;0
028908183245;028099012117;1;1
028908183255;028099012127;1;2
028908183256;028099012128;1;1
028908183261;900000043617;0;0
028908183262;900000043617;0;0
028908183263;900000043617;0;0
028908183301;028099012168;1;1
028908183316;028099012177;1;1
028908183317;028099012178;1;1
028908183335;900000043617;0;0
028908183336;900000043617;0;0
028908183337;900000043617;0;0
028908183338;900000043617;0;0
028908183341;900000043617;0;0
028908183342;900000043617;0;0
028908183347;900000043617;0;0
028908183348;900000043617;0;0
028908183351;900000043617;0;0
028908183352;900000043617;0;0
028908183353;900000043617;0;0
028908183354;900000043617;0;0
028908183357;900000043617;0;0
028908183358;900000043617;0;0
028908183364;028099012203;1;1
028908183365;028099012204;1;1
028908183366;028099012205;1;1
028908183367;028099012206;1;1
028908183370;028099012207;1;0
028908183384;028099012215;1;1
028908183385;028099012216;1;1
028908183390;028099012221;1;1
028908183391;028099012222;1;1
028908183404;028099012231;1;1
028908183406;028099012233;1;1
028908183410;028099012237;1;1
028908183411;028099012238;1;1
028908183413;028099012240;1;1
028908183414;028099012241;1;1
028908183415;028099012242;1;1
028908183417;028099012244;1;1
028908183418;028099012245;1;1
028908183455;900000043617;0;0
028908183490;028099012353;1;1
028908183491;028099012354;1;2
028908183492;028099012355;1;1
028908183616;900000043617;0;0
028908183617;900000043617;0;0
028908183618;900000043617;0;0
028908183619;900000043617;0;0
028908183620;900000043617;0;0
028908183621;900000043617;0;0
028908183622;900000043617;0;0
028908183623;900000043617;0;0
028908183624;900000043617;0;0
028908183625;900000043617;0;0
028908183626;900000043617;0;0
028908183627;900000043617;0;0
028908183628;900000043617;0;0
028908183629;900000043617;0;0
028908183630;900000043617;0;0
028908183631;900000043617;0;0
028908183632;900000043617;0;0
028908183633;900000043617;0;0
028908183634;900000043617;0;0
028908183635;900000043617;0;0
028908183636;900000043617;0;0
028908183637;900000043617;0;0
028908183638;900000043617;0;0
028908183639;900000043617;0;0
028908183640;900000043617;0;0
028908183641;900000043617;0;0
028908183642;900000043617;0;0
028908183643;900000043617;0;0
028908183644;900000043617;0;0
028908183645;900000043617;0;0
028908183646;900000043617;0;0
028908183647;900000043617;0;0
028908183648;900000043617;0;0
028908183649;900000043617;0;0
028908183650;900000043617;0;0
028908183651;900000043617;0;0
028908183652;900000043617;0;0
028908183653;900000043617;0;0
028908183654;900000043617;0;0
028908183655;900000043617;0;0
028908183656;900000043617;0;0
028908183657;900000043617;0;0
028908183658;900000043617;0;0
028908183659;900000043617;0;0
028908183660;900000043617;0;0
028908183661;900000043617;0;0
028908183662;900000043617;0;0
028908183663;900000043617;0;0
028908183664;900000043617;0;0
028908183665;900000043617;0;0
028908183666;900000043617;0;0
028908183667;900000043617;0;0
028908183668;900000043617;0;0
028908183669;900000043617;0;0
028908183688;900000043617;0;0
028908183689;900000043617;0;0
028908183690;900000043617;0;0
028908183691;900000043617;0;0
028908183692;900000043617;0;0
028908183693;900000043617;0;0
028908183694;900000043617;0;0
028908183695;900000043617;0;0
028908183696;900000043617;0;0
028908183697;900000043617;0;0
028908183698;900000043617;0;0
028908183699;900000043617;0;0
028908183700;900000043617;0;0
028908183701;900000043617;0;0
028908183702;900000043617;0;0
028908183703;900000043617;0;0
028908183704;900000043617;0;0
028908183705;900000043617;0;0
028908183706;900000043617;0;0
028908183707;900000043617;0;0
028908183708;900000043617;0;0
028908183709;900000043617;0;0
028908183710;900000043617;0;0
028908183711;900000043617;0;0
028908183712;900000043617;0;0
028908183713;900000043617;0;0
028908183714;900000043617;0;0
028908183715;900000043617;0;0
028908183716;900000043617;0;0
028908183717;900000043617;0;0
028908183718;900000043617;0;0
028908183719;900000043617;0;0
028908183720;900000043617;0;0
028908183721;900000043617;0;0
028908183722;900000043617;0;0
028908183723;900000043617;0;0
028908183724;900000043617;0;0
028908183725;900000043617;0;0
028908183726;900000043617;0;0
028908183727;900000043617;0;0
028908183728;900000043617;0;0
028908183729;900000043617;0;0
028908183730;900000043617;0;0
028908183731;900000043617;0;0
028908183732;900000043617;0;0
028908183733;900000043617;0;0
028908183734;900000043617;0;0
028908183735;900000043617;0;0
028908183736;900000043617;0;0
028908183737;900000043617;0;0
028908183738;900000043617;0;0
028908183739;900000043617;0;0
028908183740;900000043617;0;0
028908183741;900000043617;0;0
028908183742;900000043617;0;0
028908183743;900000043617;0;0
028908183744;900000043617;0;0
028908183745;900000043617;0;0
028908183746;900000043617;0;0
028908183747;900000043617;0;0
028908183748;900000043617;0;0
028908183749;900000043617;0;0
028908183750;900000043617;0;0
028908183751;900000043617;0;0
028908183752;900000043617;0;0
028908183753;900000043617;0;0
028908183754;900000043617;0;0
028908183755;900000043617;0;0
028908183756;900000043617;0;0
028908183757;900000043617;0;0
028908183758;900000043617;0;0
028908183759;900000043617;0;0
028908183760;900000043617;0;0
028908183761;900000043617;0;0
028908183762;900000043617;0;0
028908183763;900000043617;0;0
028908183764;900000043617;0;0
028908183765;900000043617;0;0
028908183766;900000043617;0;0
028908183767;900000043617;0;0
028908183768;900000043617;0;0
028908183769;900000043617;0;0
028908183770;900000043617;0;0
028908183771;900000043617;0;0
028908183772;900000043617;0;0
028908183773;900000043617;0;0
028908183774;900000043617;0;0
028908183775;900000043617;0;0
028908183776;900000043617;0;0
028908183777;900000043617;0;0
028908183834;028099012938;1;0
028908183838;028099012942;1;0
028908183841;028099012945;1;1
028908183858;028099012962;1;1
028908183875;028099012979;1;1
028908183982;028099013085;1;0
028908183985;028099013088;1;0
028908184047;900000043617;0;0
028908184048;900000043617;0;0
028908184049;900000043617;0;0
028908184050;900000043617;0;0
028908184051;900000043617;0;0
028908184052;900000043617;0;0
028908184053;900000043617;0;0
028908184054;900000043617;0;0
028908184055;900000043617;0;0
028908184056;900000043617;0;0
028908184057;900000043617;0;0
028908184058;900000043617;0;0
028908184059;900000043617;0;0
028908184060;900000043617;0;0
028908184061;900000043617;0;0
028908184062;900000043617;0;0
028908184063;900000043617;0;0
028908184064;900000043617;0;0
028908184065;900000043617;0;0
028908184066;900000043617;0;0
028908184067;900000043617;0;0
028908184068;900000043617;0;0
028908184069;900000043617;0;0
028908184070;900000043617;0;0
028908184071;900000043617;0;0
028908184072;900000043617;0;0
028908184073;900000043617;0;0
028908184074;900000043617;0;0
028908184075;900000043617;0;0
028908184076;900000043617;0;0
028908184077;900000043617;0;0
028908184078;900000043617;0;0
028908184079;900000043617;0;0
028908184080;900000043617;0;0
028908184081;900000043617;0;0
028908184082;900000043617;0;0
028908184083;900000043617;0;0
028908184084;900000043617;0;0
028908184085;900000043617;0;0
028908184086;900000043617;0;0
028908184087;900000043617;0;0
028908184088;900000043617;0;0
028908184089;900000043617;0;0
028908184090;900000043617;0;0
028908184091;900000043617;0;0
028908184092;900000043617;0;0
028908184093;900000043617;0;0
028908184094;900000043617;0;0
028908184095;900000043617;0;0
028908184096;900000043617;0;0
028908184097;900000043617;0;0
028908184098;900000043617;0;0
028908184099;900000043617;0;0
028908184100;900000043617;0;0
028908184119;900000043617;0;0
028908184120;900000043617;0;0
028908184121;900000043617;0;0
028908184122;900000043617;0;0
028908184123;900000043617;0;0
028908184124;900000043617;0;0
028908184125;900000043617;0;0
028908184126;900000043617;0;0
028908184127;900000043617;0;0
028908184128;900000043617;0;0
028908184129;900000043617;0;0
028908184130;900000043617;0;0
028908184131;900000043617;0;0
028908184132;900000043617;0;0
028908184133;900000043617;0;0
028908184134;900000043617;0;0
028908184135;900000043617;0;0
028908184136;900000043617;0;0
028908184137;900000043617;0;0
028908184138;900000043617;0;0
028908184139;900000043617;0;0
028908184140;900000043617;0;0
028908184141;900000043617;0;0
028908184142;900000043617;0;0
028908184143;900000043617;0;0
028908184144;900000043617;0;0
028908184145;900000043617;0;0
028908184146;900000043617;0;0
028908184147;900000043617;0;0
028908184148;900000043617;0;0
028908184149;900000043617;0;0
028908184150;900000043617;0;0
028908184151;900000043617;0;0
028908184152;900000043617;0;0
028908184153;900000043617;0;0
028908184154;900000043617;0;0
028908184155;900000043617;0;0
028908184156;900000043617;0;0
028908184157;900000043617;0;0
028908184158;900000043617;0;0
028908184159;900000043617;0;0
028908184160;900000043617;0;0
028908184161;900000043617;0;0
028908184162;900000043617;0;0
028908184163;900000043617;0;0
028908184164;900000043617;0;0
028908184165;900000043617;0;0
028908184166;900000043617;0;0
028908184167;900000043617;0;0
028908184168;900000043617;0;0
028908184169;900000043617;0;0
028908184170;900000043617;0;0
028908184171;900000043617;0;0
028908184172;900000043617;0;0
028908184173;900000043617;0;0
028908184174;900000043617;0;0
028908184175;900000043617;0;0
028908184176;900000043617;0;0
028908184177;900000043617;0;0
028908184178;900000043617;0;0
028908184179;900000043617;0;0
028908184180;900000043617;0;0
028908184181;900000043617;0;0
028908184182;900000043617;0;0
028908184183;900000043617;0;0
028908184184;900000043617;0;0
028908184185;900000043617;0;0
028908184186;900000043617;0;0
028908184187;900000043617;0;0
028908184188;900000043617;0;0
028908184189;900000043617;0;0
028908184190;900000043617;0;0
028908184191;900000043617;0;0
028908184192;900000043617;0;0
028908184193;900000043617;0;0
028908184194;900000043617;0;0
028908184195;900000043617;0;0
028908184196;900000043617;0;0
028908184197;900000043617;0;0
028908184198;900000043617;0;0
028908184199;900000043617;0;0
028908184200;900000043617;0;0
028908184201;900000043617;0;0
028908184202;900000043617;0;0
028908184203;900000043617;0;0
028908184204;900000043617;0;0
028908184205;900000043617;0;0
028908184206;900000043617;0;0
028908184207;900000043617;0;0
028908184208;900000043617;0;0
028908184308;900000043617;0;0
028908184309;900000043617;0;0
028908184310;900000043617;0;0
028908184311;900000043617;0;0
028908184312;900000043617;0;0
028908184313;900000043617;0;0
028908184314;900000043617;0;0
028908184315;900000043617;0;0
028908184316;900000043617;0;0
028908184317;900000043617;0;0
028908184318;900000043617;0;0
028908184319;900000043617;0;0
